conclusion_number,conclusion_date,incident_date,incident_type,incident_description,fatalities,fatalities_description,area,registry,aircraft_type,aircraft_info,area_info,crew,deaths_crew_members,seriously_injured_crew_members,passengers,deaths_passengers,seriously_injured_passengers,other_deaths,other_injuries,aircraft_type2,Year,percentage_deaths_to_all_incidents
04/2010,2010-12-05,2010-11-11,ΣΟΒΑΡΟ ΣΥΜΒΑΝ,Σύγκρουση ρυμουλκούμενης μονάδας παροχής ρεύματος με σταθμευμένο επιβατικό αεροπλάνο,Μικρός τραυματισμός,      Πλήρωμα=4                       Επιβάτες=62    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικος Αερολιμενας Σαμου,,Αεροπλάνο,Μεγάλο,ΚΡΑΤΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΣΑΜΟΥΝηολόγιο(α): EC-KVIΑεροπλάνοΜεγάλο,4.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2010,
03/2010,2010-04-28,2008-11-08,ΑΤΥΧΗΜΑ,Ελικόπτερο υπέστη σοβαρές ζημιές κατά την εκτέλεση αναγκαστικής προσγείωσης λόγω πτώσης ισχύος του κινητήρα,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=2    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Βορειο-Δυτικη Παραλια Της Νησου Κυθνου,,Ελικόπτερο,Μικρό / Ελαφρύ,ΒΟΡΕΙΟ-ΔΥΤΙΚΗ ΠΑΡΑΛΙΑ ΤΗΣ ΝΗΣΟΥ ΚΥΘΝΟΥΝηολόγιο(α): SX-HVPΕλικόπτεροΜικρό / Ελαφρύ,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2008,
02/2010,2010-04-14,2009-04-01,ΑΤΥΧΗΜΑ,Θανάσιμος τραυματισμός αλεξιπτωτιστή ελευθέρας πτώσης από σύγκρουση με δέντρο,Θανάσιμος τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=1          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Στρατιωτικό Αεροδρόμιο Τυμπακίου,,Αλεξίπτωτο,Αλεξίπτωτο ελεύθερης πτώσης,Στρατιωτικό Αεροδρόμιο ΤυμπακίουΝηολόγιο(α): -Αλεξίπτωτο ελεύθερης πτώσης,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2009,
01/2010,2010-01-14,2008-11-30,ΣΟΒΑΡΟ ΣΥΜΒΑΝ,Επιβατικό αεροπλάνο επιχείρησε προσγείωση σε τμήμα του διαδρόμου προσγείωσης που ήταν εκτός ενεργείας λόγω έργων,Χωρίς Τραυματισμό,      Πλήρωμα=4                       Επιβάτες=34    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικος Αερολιμενας Ροδου,,Αεροπλάνο,Μεγάλο,ΚΡΑΤΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΡΟΔΟΥΝηολόγιο(α): SX-BIGΑεροπλάνοΜεγάλο,4.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2008,
08/2009,2009-11-18,2008-12-10,ΣΥΜΒΑΝ,Σύγκρουση πτέρυγας επιβατικού αεροπλάνου με εμπόδιο κατά την τροχοδρόμηση,Χωρίς Τραυματισμό,      Πλήρωμα=6                       Επιβάτες=167    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικος Αερολιμενας Ροδου,,Αεροπλάνο,Μεγάλο,ΚΡΑΤΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΡΟΔΟΥΝηολόγιο(α): HB-JICΑεροπλάνοΜεγάλο,6.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2008,
07/2009,2009-11-11,2008-05-10,ΑΤΥΧΗΜΑ,Μη ομαλή επαφή με το διάδρομο κατά την προσγείωση με έξοδο και συντριβή υπερελαφρού αεροπλάνου,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικός Αερολιμένας Νάξου (Lgnx),SX-UAA,Αεροπλάνο,Υπερελαφρύ,Κρατικός Αερολιμένας Νάξου (LGNX)Νηολόγιο(α): SX-UAAΑεροπλάνοΥπερελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2008,
06/2009,2009-11-11,2008-06-29,ΑΤΥΧΗΜΑ,Αναγκαστική προσθαλάσσωση αεροπλάνου κατά την προσέγγιση για προσγείωση,Μικρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Αεροδρόμιο Τυμπακίου Κρήτης,HA-SUD,Αεροπλάνο,Μικρό / Ελαφρύ,Αεροδρόμιο Τυμπακίου ΚρήτηςΝηολόγιο(α): HA-SUDΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2008,
05/2009,2009-07-07,2008-04-22,ΑΤΥΧΗΜΑ,Συντριβή ελικοπτέρου σε εκπαιδευτική πτήση,Σοβαρός τραυματισμός,      Πλήρωμα=2                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=2      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Περιοχή Σφενδαλη, Αυλωνας",,Ελικόπτερο,Μικρό / Ελαφρύ,"Περιοχή ΣΦΕΝΔΑΛΗ, ΑΥΛΩΝΑΣΝηολόγιο(α): SX–HNBΕλικόπτεροΜικρό / Ελαφρύ",2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2008,
04/2009,2009-06-05,2007-03-18,ΑΤΥΧΗΜΑ,Parked airplane destroyed by fire,Χωρίς Τραυματισμό,      Πλήρωμα=-                       Επιβάτες=-    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Αεροδρόμιο Πάχης, Μεγάρων",,Αεροπλάνο,Μικρό / Ελαφρύ,"Αεροδρόμιο Πάχης, ΜεγάρωνΝηολόγιο(α): SX-AOIΑεροπλάνοΜικρό / Ελαφρύ",,0.0,0.0,,0.0,0.0,0.0,0.0,Αεροπλάνο,2007,
03/2009,2009-08-04,2008-03-21,ΑΤΥΧΗΜΑ,Προσγείωση αεροπλάνου χωρίς να εκταθούν τα σκέλη προσγείωσης,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Αεροδρομιο Παχης, Μεγαρων",,Αεροπλάνο,Μικρό / Ελαφρύ,"ΑΕΡΟΔΡΟΜΙΟ ΠΑΧΗΣ, ΜΕΓΑΡΩΝΝηολόγιο(α): SX-ΒΝΙΑεροπλάνοΜικρό / Ελαφρύ",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2008,
02/2009,2009-01-04,2007-01-14,ΑΤΥΧΗΜΑ,Προσυδάτωση υπερελαφρού αμφίβιου αεροπλάνου σε λίμνη χωρίς την ανάσυρση των τροχών με αποτέλεσμα την ανατροπή του,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Λιμνη Υλικη Βοιωτιας,,Αεροπλάνο,Μικρό / Ελαφρύ,ΛΙΜΝΗ ΥΛΙΚΗ ΒΟΙΩΤΙΑΣΝηολόγιο(α): -ΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2007,
01/2009,2009-01-14,2007-06-01,ΑΤΥΧΗΜΑ,Τραυματισμός αλεξιπτωτιστή πλαγιάς στα Θεσπρωτικά Όρη,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Θεσπρωτικά Όρη ,Περιοχή Μελιανά Πρεβέζης",,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,"Θεσπρωτικά όρη ,περιοχή Μελιανά ΠρεβέζηςΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2007,
10/2008,2008-11-24,2007-12-12,ΑΤΥΧΗΜΑ,Σύγκρουση πτέρυγας μεγάλου αεροπλάνου με κολώνα φωτισμού κατά τη στάθμευση,Χωρίς Τραυματισμό,      Πλήρωμα=10                       Επιβάτες=59    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Χώρος Στάθμευσης Αεροσκαφών Του Κρατικού Αερολιμένα Χανιων,PH-AHQ,Αεροπλάνο,Μεγάλο,Χώρος στάθμευσης αεροσκαφών του Κρατικού Αερολιμένα ΧΑΝΙΩΝΝηολόγιο(α): PH-AHQΑεροπλάνοΜεγάλο,10.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2007,
09/2008,2008-05-11,2007-05-13,ΑΤΥΧΗΜΑ,Τραυματισμός αλεξιπτωτιστή πλαγιάς από πτώση στο έδαφος λίγο μετά την απογείωση,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Γλυκη Θεσπρωτιας,,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,ΓΛΥΚΗ ΘΕΣΠΡΩΤΙΑΣΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2007,
08/2008,2008-03-09,2007-09-09,ΑΤΥΧΗΜΑ,Προσγείωση αεροπλάνου με τα σκέλη προσγείωσης μη εκτεταμένα,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικος Αερολιμενας Ροδου,,Αεροπλάνο,Μικρό / Ελαφρύ,ΚΡΑΤΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΡΟΔΟΥΝηολόγιο(α): N49PPΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2007,
07/2008,2008-09-07,2007-11-24,ΑΤΥΧΗΜΑ,Έξοδος ελαφρού αεροπλάνου από τον τροχόδρομο και πτώση σε αποστραγγιστική τάφρο,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Αεροδρόμιο Μεγάρων (Πάχης),,Αεροπλάνο,Μικρό / Ελαφρύ,Αεροδρόμιο Μεγάρων (Πάχης)Νηολόγιο(α): SX–AATΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2007,
06/2008,2008-09-08,2007-06-18,ΑΤΥΧΗΜΑ,Υποχώρηση κύριου σκέλους προσγείωσης σε δικινητήριο αεροπλάνο κατά την τροχοδρόμηση,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=2    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Διεθνης Αερολιμενας Αθηνων (Lgav),,Αεροπλάνο,Μικρό / Ελαφρύ,ΔΙΕΘΝΗΣ ΑΕΡΟΛΙΜΕΝΑΣ ΑΘΗΝΩΝ (LGAV)Νηολόγιο(α): 5B-CJYΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2007,
05/2008,2008-02-18,2007-03-25,ΑΤΥΧΗΜΑ,Συντριβή  υπερελαφρού μοτο-ανεμόπτερου αμέσως μετά την απογείωση κατά την προσπάθεια αναγκαστικής προσγείωσης συνέπεια απώλειας ισχύος κινητήρα λόγω  έλλειψης καυσίμου,Θανάσιμος τραυματισμός,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=1          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=1                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Περιοχη Κωπαïδας,,Ανεμόπτερο,Μηχανοκίνητο Ανεμόπτερο,ΠΕΡΙΟΧΗ ΚΩΠΑÏΔΑΣΝηολόγιο(α): Ι-8345Μηχανοκίνητο Ανεμόπτερο,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Ανεμόπτερο,2007,
04/2008,2008-06-02,2007-03-21,ΣΥΜΒΑΝ,Πλευρική έξοδος από το διάδρομο προσγείωσης επιβατικού αεροπλάνου αερογραμμών,Χωρίς Τραυματισμό,      Πλήρωμα=3                       Επιβάτες=29    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικός Αερολιμένας Ρόδου,SX-BIC,Αεροπλάνο,Μεγάλο,Κρατικός Αερολιμένας ΡόδουΝηολόγιο(α): SX-BICΑεροπλάνοΜεγάλο,3.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2007,
03/2008,2008-01-22,2007-05-29,ΣΥΜΒΑΝ,Αναγκαστική προσγείωση ελικοπτέρου κατά την έρευνα διάσωσης λόγω επαφής πτερυγίων κύριου στροφείου με καλώδια της ΔΕΗ,Χωρίς Τραυματισμό,      Πλήρωμα=2                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Ποταμος Λουσιος,,Ελικόπτερο,Μεγάλο,ΠΟΤΑΜΟΣ ΛΟΥΣΙΟΣΝηολόγιο(α): SX-HFDΕλικόπτεροΜεγάλο,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2007,
02/2008,2008-01-16,2007-08-07,ΑΤΥΧΗΜΑ,Σοβαρός τραυματισμός αλεξιπτωτιστή πλαγιάς από πτώση κατά την προσέγγιση για προσγείωση,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Περιοχή Όρους Κιθαιρώνα, Χωριό Πλαταιές Βοιωτίας",,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,"Περιοχή όρους Κιθαιρώνα, Χωριό Πλαταιές ΒοιωτίαςΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2007,
01/2008,2008-02-01,2007-08-26,ΑΤΥΧΗΜΑ,Απώλεια ελέγχου ελικοπτέρου και συντριβή κατά την αναγκαστική προσγείωση συνέπεια πυροβολισμού από το έδαφος,Μικρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=3    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Ζωνιανα Κρητης,,Ελικόπτερο,Μικρό / Ελαφρύ,ΖΩΝΙΑΝΑ ΚΡΗΤΗΣΝηολόγιο(α): SX-HJBΕλικόπτεροΜικρό / Ελαφρύ,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2007,
16/2007,2007-10-24,2007-05-31,ΣΥΜΒΑΝ,Συμβάν διαχωρισμού αεροσκαφών με TCAS RA alert,Χωρίς Τραυματισμό,      Πλήρωμα=                       Επιβάτες=    Θάνατοι Πληρώματος=          Θάνατοι Επιβατών=Σοβ. Τραυμ. πληρώματος=      Σοβ. Τραυμ. επιβατών=                 Εκτός αεροσκάφους       άλλοι θάνατοι=     άλλοι Σοβ. Τραυμ.=,Σημείο Αναφοράς Keres (Εναέριο Χώρο Ανατολικά Νήσου Σκοπέλου),SX-DVC,Αεροπλάνο,Μεγάλο,Σημείο αναφοράς KERES (εναέριο χώρο ανατολικά νήσου Σκοπέλου)Νηολόγιο(α): SX-DVCΑεροπλάνοΜεγάλο,,,,,,,,,Αεροπλάνο,2007,
15/2007,2007-10-10,2007-12-01,ΣΥΜΒΑΝ,Ζημιά στο μηχανισμό μετάδοσης κίνησης των ποδοστηρίων ελικοπτέρου μετά την προσγείωση και κατά την μεταφορά του στο υπόστεγο,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Ελικοδρόμιο Κορωπίου Αττικής,,Ελικόπτερο,Μικρό / Ελαφρύ,Ελικοδρόμιο Κορωπίου ΑττικήςΝηολόγιο(α): SX-HNMΕλικόπτεροΜικρό / Ελαφρύ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2007,
14/2007,2007-09-26,2007-03-01,ΣΥΜΒΑΝ,Προσγείωση επιβατικού αεροπλάνου αερογραμμών με ένδειξη μη ασφάλισης του δεξιού κύριου σκέλους προσγείωσης,Χωρίς Τραυματισμό,      Πλήρωμα=6                       Επιβάτες=63    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Τελικη Προσεγγισης Στον Διεθνή Αερολιμένα Αθηνών,,Αεροπλάνο,Μεγάλο,ΤΕΛΙΚΗ ΠΡΟΣΕΓΓΙΣΗΣ ΣΤΟΝ Διεθνή Αερολιμένα ΑθηνώνΝηολόγιο(α): SX-BTOΑεροπλάνοΜεγάλο,6.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2007,
13/2007,2007-12-09,2007-02-07,ΑΤΥΧΗΜΑ,Σύγκρουση παρκαρισμένων ελαφρών αεροπλάνων συνέπεια ρεύματος καυσαερίων απογείωσης μεγάλου αεριωθούμενου επιβατικού,Χωρίς Τραυματισμό,      Πλήρωμα=0                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικός Αερολιμένας Κέρκυρας,SX-AJT,Αεροπλάνο,Μικρό / Ελαφρύ,Κρατικός Αερολιμένας ΚέρκυραςΝηολόγιο(α): SX-AJTΑεροπλάνοΜικρό / Ελαφρύ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2007,
12/2007,2007-11-10,2006-10-19,ΣΥΜΒΑΝ,Ζημιά επιβατικού αεροπλάνου από επίγεια μονάδα παροχής ηλεκτρικής ισχύος,Χωρίς Τραυματισμό,      Πλήρωμα=                       Επιβάτες=    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Δάπεδο Στάθμευσης Αεροσκαφών Στον Διεθνή Αερολιμένα Αθηνών,SX-BIR,Αεροπλάνο,Μεγάλο,Δάπεδο στάθμευσης αεροσκαφών στον Διεθνή Αερολιμένα ΑθηνώνΝηολόγιο(α): SX-BIRΑεροπλάνοΜεγάλο,,0.0,0.0,,0.0,0.0,0.0,0.0,Αεροπλάνο,2006,
11/2007,2007-06-27,2006-02-18,ΑΤΥΧΗΜΑ,Αναγκαστική προσγείωση ανεμοπτέρου σε χαράδρα του όρους Πάρνηθα,Μικρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Χαράδρα Όρους Πάρνηθα Αττικής,SX-130,Ανεμόπτερο,Ανεμόπτερο,Χαράδρα όρους Πάρνηθα ΑττικήςΝηολόγιο(α): SX-130Ανεμόπτερο,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ανεμόπτερο,2006,
10/2007,2007-06-20,2006-01-14,ΣΥΜΒΑΝ,Μη ηθελημένη ενεργοποίηση του συστήματος απόρριψης του οπισθίου κώνου του αεροσκάφους στην πίστα,Χωρίς Τραυματισμό,      Πλήρωμα=7                       Επιβάτες=69    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Διεθνής Αερολιμένας Αθηνών «Ελ. Βενιζελος»,,Αεροπλάνο,Μεγάλο,Διεθνής Αερολιμένας Αθηνών «ΕΛ. ΒΕΝΙΖΕΛΟΣ»Νηολόγιο(α): I - DAWJΑεροπλάνοΜεγάλο,7.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2006,
09/2007,2007-06-13,2006-05-11,ΣΥΜΒΑΝ,Χτύπημα έλικας ελαφρού αεροπλάνου,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Πεδίο Προσγείωσης Κωπαΐδας ¨Ικαρος¨,SX-ANV,Αεροπλάνο,Μικρό / Ελαφρύ,Πεδίο Προσγείωσης Κωπαΐδας ¨ΙΚΑΡΟΣ¨Νηολόγιο(α): SX-ANVΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2006,
08/2007,2007-06-06,2006-04-09,ΣΥΜΒΑΝ,Απώλεια διαχωρισμού επιβατικών αεροπλάνων αερογραμμών με TCAS RA alert,Χωρίς Τραυματισμό,      Πλήρωμα=                       Επιβάτες=    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,20Νμ Δυτικά Του «Milos/Vor»,,Αεροπλάνο,Μεγάλο,20ΝΜ Δυτικά του «MILOS/VOR»Νηολόγιο(α): D-AICFΑεροπλάνοΜεγάλο,,0.0,0.0,,0.0,0.0,0.0,0.0,Αεροπλάνο,2006,
07/2007,2007-05-30,2006-06-15,ΣΥΜΒΑΝ,Ελαφρύς τραυματισμός επιβάτη κατά την πτήση,Μικρός τραυματισμός,      Πλήρωμα=5                       Επιβάτες=5    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Εν Πτήσει, Νότιο Αιγαίο",,Αεροπλάνο,Μεγάλο,"Εν πτήσει, νότιο ΑιγαίοΝηολόγιο(α): SX-DVEΑεροπλάνοΜεγάλο",5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2006,
